text,label
fast storm becoming stronger,Storm
bro bridge collapsed due to flod,Flood
diabetic patient unconscious quickly,Medical
live wire on the road now,Electrical Hazard
emergency warehouse caught firee,Fire
storm is getting worse quickly,Storm
bro vehicle overturned,Road Accident
office building shaking fast,Earthquake
landslide near tunnel save us,Landslide
madam rescue team needed immediately,Building Collapse
sir fire reached second floor,Fire
gas leak after cylinder burst,Gas Leak
emergency live wire near hospital,Electrical Hazard
heavy smoke from bedroom save us,Fire
please kitchen filled with gass smell,Gas Leak
gas smell everywhere fast,Gas Leak
help major collision,Road Accident
madam gaas pipe is leaking,Gas Leak
madam part of the building collapsedd,Building Collapse
school is completely flooded fast,Flood
rescue team needed immediately,Building Collapse
hissing sound from gas cylinder,Gas Leak
fast! road accident quickly,Road Accident
pls difficulty in breathing,Medical
electric pole has fallen,Electrical Hazard
everyone evacuated because of gas save us,Gas Leak
pls lift trapped after building fell,Building Collapse
help electric panel smoking please,Electrical Hazard
pls gass detected in basement,Gas Leak
gaas leak in factory immediately,Gas Leak
help strong earth quack felt,Earthquake
bro house wiring problem immediately,Electrical Hazard
ambulans has not arrived,Medical
madam bridge damaged by landslide save me,Landslide
emergency due to cyclone please,Storm
madam hospital building shaking,Earthquake
emergency my father fainted,Medical
sir need rescue boat,Flood
storm water flooed road save me,Flood
please send fire brigade,Fire
road completely blocked save us,Road Accident
quick! strong gas smell,Gas Leak
trees uprooted everywhere immediately,Storm
quick earth sliding down,Landslide
gaas cylinder exploded,Fire
madam everyone is panicking,Earthquake
walls are cracking now,Earthquake
madam need ambulance after accident,Road Accident
cannot cross because of landslide fast,Landslide
quick gass leak near hospital,Gas Leak
fast need ambulance urgently,Medical
cannot breathe because of smke,Fire
difficulty breathing due to gaas,Gas Leak
sir lorry accident immediately,Road Accident
gas leak in apartment quickly,Gas Leak
someone help! need ambulence,Medical
help traffic stopped because of accident,Road Accident
critical health emergency emergency save us,Medical
sir balcony collapsedd fast,Building Collapse
our house is under water fast,Flood
power line snapped now,Electrical Hazard
help accident victims fast,Road Accident
bro danger due to exposed wire quickly,Electrical Hazard
cyclone has reached our area,Storm
truck caught frie,Fire
huge flames in apartment,Fire
critical patient sick emergency,Medical
children crying due to flood fast,Flood
sir bed caught fir,Fire
help hill collapsing,Landslide
factory caught fire quickly,Fire
quick power lines are down,Storm
pls building collapsed after heavy rain,Building Collapse
gas leaking from pipeline fast,Gas Leak
debris everywhere,Building Collapse
urgent emergency building collapsed,Building Collapse
bro danger of complete collapse,Building Collapse
urgent family trapped inside home,Flood
emergency! landslide,Landslide
fast gass leakage detected,Gas Leak
madam ceiling is falling,Building Collapse
roads blocked by fallen trees,Storm
touching gate gives shock save us,Electrical Hazard
mud entered our house,Landslide
main entrance blocked by debris now,Building Collapse
bro high speed winds everywhere save me,Storm
electrical emergency,Electrical Hazard
urgent concrete fell from roof,Building Collapse
power cable broken quickly,Electrical Hazard
fast! building collapsedd,Building Collapse
bro earth sliding down,Landslide
bro books falling from shelf please,Earthquake
residents trapped,Landslide
fast strong lpg smell from kitchen save me,Gas Leak
sir debris everywhere,Earthquake
sewer water mixed with floo now,Flood
our office is on fir now,Fire
bridge damaged after earthquake quickly,Earthquake
bridge damaged by landslide please,Landslide
fast! health emergency emergency,Medical
emergency cannot cross because of landslide,Landslide
help cylinder valve is leaking immediately,Gas Leak
please our building is unsafe,Earthquake
emergency switchboard caught fire,Electrical Hazard
burn injuries need treatment,Medical
mud everywhere immediately,Landslide
cannot cross because of landslide quickly,Landslide
fast water reached waist level,Flood
quick our building has fall downd,Building Collapse
shops flooed,Flood
save me! cyclone approaching,Storm
urgent fire after explosion fast,Fire
people stranded on rooftop,Flood
gas smell everywhere,Gas Leak
urgent electric wire fell on vehicle,Electrical Hazard
children inside during gass leak,Gas Leak
building tilted slightly fast,Earthquake
pls vehicle caught fire fast,Fire
madam children inside during gas leak save us,Gas Leak
cannot reach village please,Landslide
electrical accident occurred quickly,Electrical Hazard
critical medical emergency emergency,Medical
our village is badly affected immediately,Storm
lpg gass leak save us,Gas Leak
urgent gaas leak near hospital,Gas Leak
firee in neighbour house quickly,Fire
landslide near tunnel,Landslide
quick person having severe pain,Medical
urgent gas leak caused fire,Fire
building damaged by wind immediately,Storm
sir heavy tremors felt quickly,Earthquake
fast we climbed to terrace,Flood
fast our building has fall downd,Building Collapse
quick internet cables snapped,Storm
help save trapped people now,Landslide
please live wire near school,Electrical Hazard
sir roads blocked by fallen trees,Storm
madam car rolled over,Road Accident
switchboard caught fire save us,Electrical Hazard
plastic burning smell,Fire
our building is unsafe please,Building Collapse
need help immediately! cyclone approaching,Storm
please gass leakage detected,Gas Leak
please! landslide,Landslide
sir live wire on the road,Electrical Hazard
burn injuries need treatment now,Medical
madam books falling from shelf,Earthquake
mud everywhere quickly,Landslide
building disaster,Building Collapse
gaas detected in basement,Gas Leak
save trapped people save me,Landslide
help! strong gas smell,Gas Leak
gas leak near hospital please,Gas Leak
need help immediately! major accident,Road Accident
please send patient sick team please,Medical
building cracking badly fast,Building Collapse
pls drains overflowing,Flood
touching gate gives shock please,Electrical Hazard
quick need evacuation immediately,Flood
please roof is collapsing,Storm
ac unit caught fie now,Fire
pls many people are injured,Earthquake
multiple injured people,Medical
sir drains overflowing,Flood
transformer exploded,Fire
urgent cyclone has reached our area,Storm
help gas cylinder is leaking,Gas Leak
internet cables snapped,Storm
children trapped in flod,Flood
help car rolled over,Road Accident
our apartment is shaking please,Earthquake
children crying due to floo,Flood
sir very strong winds outside,Storm
urgent truck caught fir,Fire
sir school surrounded by water,Flood
urgent television fell down,Earthquake
quick fan shaking violently,Earthquake
pls continuous soil movement now,Landslide
emergency patient is not responding,Medical
electric panel smoking,Electrical Hazard
cannot stay inside because of gaas smell,Gas Leak
danger of complete building fell,Building Collapse
it feels like an earthquake,Earthquake
quick urgent! gas leak in the kitchen now,Gas Leak
please gass spreading throughout house,Gas Leak
danger of another landslide fast,Landslide
gaas leaking continuously,Gas Leak
help difficulty in breathing,Medical
urgent patient is bleeding heavily,Medical
bro huge cracks in the building,Building Collapse
truck lost control,Road Accident
help someone is unconscious,Medical
madam electrical emergency,Electrical Hazard
help us after cyclone,Storm
madam electrical fire started please,Electrical Hazard
please help! electric shock fast,Electrical Hazard
pls difficulty breathing due to gass,Gas Leak
mudslide blocking road,Landslide
fir after explosion now,Fire
our apartment basement flooed,Flood
pls everyone is panicking,Earthquake
help water entered ground floor,Flood
gas leak in apartment please,Gas Leak
river overflowed,Flood
emergency severe chest pain,Medical
electricity leaking save us,Electrical Hazard
emergency electrical disaster,Electrical Hazard
madam dangerous gas smell,Gas Leak
urgent restaurant kitchen caught firee,Fire
help! current leakage,Electrical Hazard
sir people injured by electric shock,Electrical Hazard
snake bite emergency please,Medical
mountain disaster fast,Landslide
shops flooded,Flood
madam our village is flooded immediately,Flood
save us! floo water entered our railway station,Flood
help our house is shaking,Earthquake
residents evacuated due to gas please,Gas Leak
quick hospital caught fire please,Fire
help medicine overdose,Medical
dangerous gaas smell quickly,Gas Leak
please cannot cross because of landslide,Landslide
gas leak near restaurant,Gas Leak
save me! health emergency emergency,Medical
building building felld after heavy rain save us,Building Collapse
vehicle caught frie after crash,Road Accident
building cracking badly save me,Building Collapse
urgent electric short circuit,Electrical Hazard
help our house is under water fast,Flood
sir road cracked after earth moving,Earthquake
sir television fell down,Earthquake
help us landslide quickly,Landslide
emergency landslide quickly,Landslide
heavy rain flooded our street,Flood
sir accident due to heavy rain,Road Accident
heavy smoke from building,Fire
accident due to fog,Road Accident
building collapsedd after earthquake,Building Collapse
madam our belongings are floating,Flood
please residents trapped now,Landslide
help people running outside,Earthquake
fast! flood water entered our garage,Flood
huge flames in garage,Fire
chemical smell inside building now,Gas Leak
pls serious road accident,Road Accident
save me! need ambulance,Medical
patient lost consciousness immediately,Medical
urgent possible explosion due to gass,Gas Leak
urgent hissing sound from gas cylinder,Gas Leak
bro high voltage emergency,Electrical Hazard
quick power line broken,Electrical Hazard
urgent hissing sound from gaas cylinder,Gas Leak
car accident on the highway save me,Road Accident
fall downd structure blocking road,Building Collapse
car accident on the highway quickly,Road Accident
pls pedestrian injured,Road Accident
help dangerous electric sparks,Electrical Hazard
emergency building fall down,Building Collapse
emergency roof is collapsing,Storm
gas leak in apartment save me,Gas Leak
help everyone is scared,Storm
danger of complete fall down now,Building Collapse
urgent house destroyed completely,Building Collapse
woman fainted suddenly,Medical
heavy rain caused landslide,Landslide
patient unable to speak save me,Medical
bro objects falling down,Earthquake
urgent! current leakage,Electrical Hazard
help lift trapped after collapse,Building Collapse
hailstrom damaged vehicles,Storm
our village is badly affected save us,Storm
accident victim needs health emergency help,Medical
our building has fall downd,Building Collapse
cannot reach village immediately,Landslide
gass regulator is leaking fast,Gas Leak
pls factory is burning save us,Fire
save us! major accident save me,Road Accident
bro need rescue after cyclone,Storm
fast! earthquake,Earthquake
do not know where gaas is leaking,Gas Leak
television fell down,Earthquake
head injury after fall now,Medical
gas leak near warehouse,Gas Leak
fast continuous rain causing flood,Flood
collapsed structure blocking road,Building Collapse
need oxygen immediately please,Medical
help! strong gas smell save us,Gas Leak
broken leg after fall,Medical
need rescue after earth quake,Earthquake
sir difficulty in breathing,Medical
urgent! firee in my garage,Fire
bro patient cannot walk,Medical
kitchen unsafe because of gas now,Gas Leak
our colony is flooed save us,Flood
power cable broken please,Electrical Hazard
traffic stopped because of accident fast,Road Accident
gas alarm is ringing,Gas Leak
please severe allergic reaction,Medical
need rescue boat quickly,Flood
water near electric wire quickly,Electrical Hazard
residents evacuated due to gaas,Gas Leak
madam rocks covering highway,Landslide
elderly person fall downd,Medical
quick huge flames in bus stand,Fire
save us! earth moving quickly,Earthquake
emergency office building collapsedd,Building Collapse
bro car rolled over,Road Accident
generator caught fire now,Electrical Hazard
emergency! cyclone approaching,Storm
urgent everyone is panicking,Earthquake
people trapped after wind storm,Storm
our village is floded,Flood
urgent electrical accident occurred,Electrical Hazard
fast factory is burning,Fire
people waiting for rescue immediately,Flood
please our office is on fire,Fire
help danger of another landslide quickly,Landslide
urgent river overflowed,Flood
help driver seriously injured,Road Accident
urgent sparks everywhere,Electrical Hazard
urgent accident near railway crossing,Road Accident
residents trapped save me,Landslide
cannot leave home because of storm save us,Storm
fast roof caught firee,Fire
village affected by landslide,Landslide
debris everywhere,Earthquake
we are trapped because of floo please,Flood
help lpg gas leak quickly,Gas Leak
vehicle overturned please,Road Accident
cannot move the injured,Road Accident
family trapped inside fall downd house now,Building Collapse
heavy smoke from college please,Fire
trees buried in landslide immediately,Landslide
wall collapsedd,Building Collapse
we are trapped because of floods,Flood
furniture shaking quickly,Earthquake
urgent our village is badly affected,Storm
pedestrian injured fast,Road Accident
emergency transformer exploded,Electrical Hazard
door is shaking,Earthquake
help windows shattered due to wind,Storm
emergency gaas leak near warehouse now,Gas Leak
construction building collapsedd immediately,Building Collapse
emergency emergency! fire in my office,Fire
huge landslide occurred save me,Landslide
quick water near electric wire,Electrical Hazard
emergency cannot reach hospital because of flod,Flood
sir gas regulator is leaking,Gas Leak
person is not breathing now,Medical
urgent debris everywhere,Building Collapse
animals trapped in flood save us,Flood
help people trapped save us,Building Collapse
emergency wire touching the ground,Electrical Hazard
road blocked by landslide,Landslide
madam save me! landslide,Landslide
earth moving continuously,Earthquake
huge flames in office,Fire
pls person trapped and injured fast,Medical
sir medicine overdose,Medical
fast need help immediately! my street is burning,Fire
urgent bridge damaged by landslide fast,Landslide
apartment building fall downd,Building Collapse
factory is completely flooded,Flood
bro roof fall downd suddenly,Building Collapse
person is choking quickly,Medical
our house is breaking apart save me,Building Collapse
help! gas leak in the kitchen,Gas Leak
walls are cracking save us,Earthquake
pls heavy debris blocking road,Landslide
help electric hazard quickly,Electrical Hazard
help blood pressure very low,Medical
save me! heavy strom,Storm
pls cracks appeared on wall,Earthquake
telephone poles collapsedd save me,Storm
pls industrial gas leak,Gas Leak
fire spreading quickly fast,Fire
danger of complete collapsed,Building Collapse
fast glass windows broke,Earthquake
construction building collapsed,Building Collapse
ambulance needed immediately immediately,Road Accident
help please send emergency team,Gas Leak
quick the whole area is shaking,Earthquake
fast people trapped after earthquake save us,Earthquake
gas leak caused fire please,Fire
dog bite emergency,Medical
help vehicle overturned quickly,Road Accident
quick cannot breathe properly,Medical
emergency gas leak,Gas Leak
bro building may collapse quickly,Earthquake
restaurant kitchen caught fire,Fire
pls save me! need ambulance,Medical
please possible explosion due to gas fast,Gas Leak
fast cannot reach village,Landslide
fast need food and water save us,Flood
danger of complete collapse save us,Building Collapse
pls earth moving continuously,Earthquake
curtains caught firee,Fire
quick office electrical emergency please,Electrical Hazard
bro cupboard fell,Earthquake
accident near traffic signal quickly,Road Accident
need electricity department immediately,Electrical Hazard
madam earth moving continuously,Earthquake
heavy bleeding after accident now,Road Accident
bro road full of damaged vehicles,Road Accident
switchboard caught fire save me,Electrical Hazard
emergency everyone is panicking please,Earthquake
kitchen full of smok,Fire
madam forest fire nearby,Fire
person hit by a car please,Road Accident
quick fast! earthshake,Earthquake
emergency road completely blocked,Landslide
emergency family trapped inside fall downd house,Building Collapse
madam gas smell becoming stronger,Gas Leak
pls building collapsed after earthquake,Building Collapse
earthquake just happened,Earthquake
building caught fire,Fire
urgent gas leak in apartment,Gas Leak
quick strong vibrations everywhere,Earthquake
cupboard fell,Earthquake
building about to collapse,Building Collapse
possible explosion due to gas,Gas Leak
urgent gass leak in factory,Gas Leak
roads blocked because of floods,Flood
gas leak after cylinder burst immediately,Gas Leak
sir high fever and unconscious fast,Medical
cannot reach village now,Landslide
heavy rain and thunderstorm please,Storm
madam my mother collapsed please,Medical
madam someone is unconscious,Medical
please roof leaking badly,Storm
very strong winds outside quickly,Storm
bro help building may collapse,Earthquake
emergency need rescue after cyclone,Storm
shops flooded immediately,Flood
quick! patient sick emergency,Medical
emergency large rocks on road,Landslide
serious road accident,Road Accident
emergency strong water current outside quickly,Flood
building damaged by wind fast,Storm
fast uncontrolled vomiting,Medical
power lines are down save me,Storm
bed caught firee immediately,Fire
heavy rain floded our street,Flood
school building caught fie,Fire
sparks everywhere,Electrical Hazard
fast! need ambulance,Medical
possible stroke quickly,Medical
emergency tree blocking the road,Storm
urgent road disappeared due to landslide,Landslide
lift trapped after building fell,Building Collapse
help roads completely blocked,Storm
ambulance needed immediately please,Road Accident
building disaster fast,Building Collapse
pls houses damaged by falling rocks please,Landslide
cyclist hit by vehicle,Road Accident
bridge damaged by storm fast,Storm
roads blocked because of flood,Flood
children inside during gas leak,Gas Leak
lift trapped after collapse please,Building Collapse
help! fire in my school save me,Fire
school building collapsed now,Building Collapse
quick patient lost consciousness,Medical
urgent ambulance needed immediately,Road Accident
please roof caught fir,Fire
please please help! strong gas smell,Gas Leak
fast dangerous hillside movement,Landslide
quick dam water released suddenly,Flood
urgent houses damaged by falling rocks,Landslide
pls our building has collapsed,Building Collapse
cars damaged by trees please,Storm
fast emergency building collapse,Building Collapse
quick everyone is scared,Storm
cannot reach hospital because of flood,Flood
walls have huge cracks,Building Collapse
bro please help! floo water entered our factory,Flood
emergency books falling from shelf save us,Earthquake
shopping mall caught fire quickly,Fire
earth sliding down,Landslide
roof collapsed suddenly,Building Collapse
emergency urgent! gass leak in the kitchen,Gas Leak
roof leaking badly now,Storm
bro heart patient building felld,Medical
bro heart patient collapsed now,Medical
please house developed huge cracks,Earthquake
children trapped in flood,Flood
accident victim needs medical help please,Medical
office electrical emergency,Electrical Hazard
everyone evacuated building,Earthquake
debris everywhere immediately,Building Collapse
bike skid on road,Road Accident
live wire on the road save us,Electrical Hazard
wind storm becoming stronger,Storm
landslide getting worse now,Landslide
cars damaged by trees save us,Storm
vehicle caught fire,Fire
heavy rain and thunderstorm,Storm
pls transformer exploded,Electrical Hazard
please cannot go outside because of floo immediately,Flood
heavy smoke from bus stand,Fire
sir earthquake just happened,Earthquake
mountain fall downd,Landslide
very strong winds outside please,Storm
our office is on fie immediately,Fire
emergency electric hazard,Electrical Hazard
sir water entered first floor now,Flood
person having severe pain save me,Medical
switchboard caught fire now,Electrical Hazard
sir cannot escape because of smoke,Fire
our apartment basement flooded,Flood
emergency people trapped under debris,Building Collapse
madam head-on collision,Road Accident
please! my college is burning,Fire
sir rain water entering house,Flood
fast storm water entered house save us,Storm
madam truck lost control please,Road Accident
cannot reach hospital because of floods save us,Flood
madam electric meter burning,Electrical Hazard
fast everyone evacuated building quickly,Earthquake
fast please send emergency team,Gas Leak
flammable gaas leaking save me,Gas Leak
madam house destroyed completely,Building Collapse
bro roof is cracking,Earthquake
wire caught fire,Fire
school surrounded by water immediately,Flood
roads blocked because of flood quickly,Flood
we are trapped because of floods save us,Flood
emergency accident near railway crossing,Road Accident
thick smoke coming out immediately,Fire
pls strong lpg smell from kitchen fast,Gas Leak
sir cannot move the injured,Road Accident
black smke everywhere,Fire
gaas leak in office pantry,Gas Leak
truck caught fire now,Fire
sir gas leak after cylinder burst fast,Gas Leak
gas leakage detected now,Gas Leak
glass shattered everywhere,Road Accident
road blocked by collapsed building,Building Collapse
house destroyed completely,Building Collapse
quick hailstorm damaged vehicles,Storm
quick woman fainted suddenly,Medical
quick ceiling collapsedd,Building Collapse
strong smell of gass inside house,Gas Leak
bro water reached roof level,Flood
bro electrical emergency,Electrical Hazard
madam gas is coming from the stove,Gas Leak
urgent power line snapped,Electrical Hazard
emergency trees uprooted everywhere save us,Storm
bro people waiting for rescue quickly,Flood
high voltage wire down fast,Electrical Hazard
school caught firee,Fire
help part of the building fall downd immediately,Building Collapse
help road disappeared due to landslide,Landslide
help please send rescue teams,Earthquake
quick gaas leak caused fire,Fire
quick! building building felld,Building Collapse
smke everywhere,Fire
madam fast! fire in my road,Fire
please cylinder valve is leaking please,Gas Leak
please mud everywhere,Landslide
road full of damaged vehicles quickly,Road Accident
cylinder valve is leaking quickly,Gas Leak
madam continuous soil movement,Landslide
help us before explosion,Gas Leak
pls internet cables snapped,Storm
factory electrical accident,Electrical Hazard
strong smell of gas inside house,Gas Leak
emergency! electric shock,Electrical Hazard
immediate electrical assistance needed,Electrical Hazard
electrical fire started quickly,Electrical Hazard
many houses destroyed fast,Storm
pls road full of damaged vehicles,Road Accident
head-on collision please,Road Accident
fast do not know where gas is leaking fast,Gas Leak
quick! earthquake now,Earthquake
quick kitchen filled with gas smell immediately,Gas Leak
pls help us rescue immediately now,Flood
bro burning smell from switchboard,Electrical Hazard
madam severe allergic reaction quickly,Medical
building disaster quickly,Building Collapse
quick warehouse caught fire,Fire
water level is rising quickly immediately,Flood
rocks covering highway,Landslide
bricks falling from wall,Building Collapse
roof flew away quickly,Storm
large rocks on road quickly,Landslide
fast strong lpg smell from kitchen,Gas Leak
roof is falling down,Building Collapse
quick dog bite emergency,Medical
please person trapped under vehicle,Road Accident
sir electric pole has fallen,Electrical Hazard
pls mud everywhere,Landslide
power cable broken now,Electrical Hazard
madam heavy tremors felt,Earthquake
please tree fell on our house,Storm
gas leak caused fire,Fire
our office is on fire,Fire
door is shaking please,Earthquake
urgent heavy smok from hospital,Fire
animals trapped in floo,Flood
patient cannot walk,Medical
part of the building collapsed immediately,Building Collapse
madam building disaster,Building Collapse
current coming through water fast,Electrical Hazard
fast building cracking badly,Building Collapse
gas detected in basement please,Gas Leak
telephone poles collapsed,Storm
help accident victims now,Road Accident
it feels like an earth moving,Earthquake
madam gass leak in factory,Gas Leak
urgent! flood water entered our kitchen quickly,Flood
huge flames in college,Fire
madam emergency! medical emergency now,Medical
cannot reach trapped people,Building Collapse
help house flooded during cyclone,Storm
people trapped near live wire,Electrical Hazard
vehicle caught fir,Fire
gass leaking from pipeline,Gas Leak
help office building collapsed quickly,Building Collapse
person swallowed poison save us,Medical
pls it feels like an earthshake,Earthquake
building is completely flooded now,Flood
storm water flooded road,Flood
please accident due to fog immediately,Road Accident
help lorry accident immediately,Road Accident
people trapped after earth moving,Earthquake
cannot come out because building collapsed now,Building Collapse
urgent danger due to exposed wire,Electrical Hazard
help people running outside save me,Earthquake
wind storm is getting worse,Storm
emergency water reached roof level,Flood
river overflowed please,Flood
pls road disappeared due to landslide,Landslide
heavy wind destroyed our shop,Storm
office building fall downd save us,Building Collapse
strong lpg smell from kitchen quickly,Gas Leak
please please send medical team,Medical
patient is not responding,Medical
accident near railway crossing,Road Accident
bus accident save me,Road Accident
cannot escape because of smke,Fire
quick accident due to heavy rain,Road Accident
madam urgent! strong gas smell,Gas Leak
please bike is burning,Fire
please houses buried in mud,Landslide
need oxygen immediately save us,Medical
many people are injured,Earthquake
urgent woman fainted suddenly,Medical
bro roof is falling down please,Building Collapse
earth moving continuously quickly,Earthquake
urgent driver unconscious after accident fast,Road Accident
boats needed immediately save us,Flood
child touched live wire save us,Electrical Hazard
fuel leaking from vehicle now,Road Accident
pls large rocks on road,Landslide
pls road completely submerged,Flood
need ambulance urgently quickly,Medical
building collapsed after heavy rain immediately,Building Collapse
soil sliding downhill fast,Landslide
communication lost after storm quickly,Storm
road disappeared under water save us,Flood
multiple vehicles collided immediately,Road Accident
madam cannot cross because of landslide,Landslide
everything is shaking now,Earthquake
cannot come out because building collapsed,Building Collapse
cannot cross because of landslide,Landslide
help bridge collapsed due to flood,Flood
pls factory electrical accident,Electrical Hazard
please water coming inside house,Flood
bro residents trapped,Landslide
toxic gas smell quickly,Gas Leak
fast flammable gaas leaking,Gas Leak
traffic stopped because of accident please,Road Accident
cannot escape because of smoke,Fire
road completely submerged please,Flood
please our colony is floodsed,Flood
urgent roof is falling down,Building Collapse
heavy debris blocking road fast,Landslide
help people trapped,Building Collapse
sir earth is moving,Earthquake
madam huge flames in apartment please,Fire
please bus accident,Road Accident
earth sliding down please,Landslide
electrical short circuit caused fir,Fire
people running outside,Earthquake
pls trees uprooted everywhere save us,Storm
help building may collapsed,Earthquake
flammable gass leaking,Gas Leak
need evacuation immediately,Flood
please person trapped and injured,Medical
fast it feels like an earthquake,Earthquake
sir building collapsed after earthquake,Building Collapse
help rocks covering highway fast,Landslide
we climbed to terrace,Flood
ceiling is cracking save us,Earthquake
television fell down save us,Earthquake
fast people waiting for rescue immediately,Flood
dangerous gass smell,Gas Leak
room is filled with smkoe save us,Fire
sir gas leak after cylinder burst immediately,Gas Leak
vehicles trapped under rocks,Landslide
roof is collapsing fast,Storm
mountain building felld,Landslide
quick help! building fall downd,Building Collapse
bro broken arm after accident,Medical
save me! landslide,Landslide
madam our house is shaking,Earthquake
storm becoming stronger,Storm
our shop is burning now,Fire
bro person having severe pain,Medical
internet cables snapped fast,Storm
sir children trapped in flood now,Flood
help! strong gaas smell,Gas Leak
madam someone help! cyclone approaching,Storm
serious road accident immediately,Road Accident
car hit a tree,Road Accident
emergency curtains caught fir,Fire
pls stairs are damaged,Earthquake
urgent many vehicles stranded,Landslide
strong water current outside save me,Flood
person hit by a car now,Road Accident
traffic stopped because of accident quickly,Road Accident
help electric shock,Electrical Hazard
transformer exploded,Electrical Hazard
please help people trapped,Building Collapse
pls building shaking badly,Earthquake
urgent heart patient collapsedd,Medical
person trapped under vehicle immediately,Road Accident
electrical accident occurred please,Electrical Hazard
possible gaas leak,Gas Leak
telephone poles collapsed immediately,Storm
gaas leak near hospital save me,Gas Leak
help roof collapsed suddenly fast,Building Collapse
help furniture shaking,Earthquake
office building collapsed,Building Collapse
dust everywhere after collapse,Building Collapse
emergency road accident quickly,Road Accident
everyone is scared save us,Storm
electricity gone after cyclone,Storm
quick burn injuries need treatment save me,Medical
houses buried in mud fast,Landslide
cannot stop the gaas leak,Gas Leak
quick industrial gas leak save me,Gas Leak
bro gas smell becoming stronger,Gas Leak
gas leak in office pantry now,Gas Leak
urgent driver seriously injured,Road Accident
strong earth quack felt,Earthquake
balcony building felld,Building Collapse
please person received electric shock,Electrical Hazard
please electric hazard save me,Electrical Hazard
burn injuries need treatment please,Medical
road disappeared due to landslide,Landslide
huge flames in bedroom,Fire
college is completely flooded save me,Flood
pls our building is unsafe,Building Collapse
madam need rescue after earthquake now,Earthquake
bro glass windows broke save us,Earthquake
lpg gass leak,Gas Leak
gass cylinder exploded,Fire
sir our apartment is shaking,Earthquake
people trapped after earthquake,Earthquake
balcony collapsedd,Building Collapse
person is choking,Medical
woman fainted suddenly now,Medical
thick smok coming out,Fire
elderly person building felld,Medical
children injured in accident please,Road Accident
bro petrol bunk caught fire,Fire
roof is cracking quickly,Earthquake
bro gas leak near warehouse,Gas Leak
fast touching gate gives shock,Electrical Hazard
debris everywhere now,Building Collapse
bro huge landslide occurred,Landslide
uncontrolled vomiting quickly,Medical
our apartment is shaking now,Earthquake
my mother fall downd,Medical
help storm becoming stronger,Storm
continuous rain causing floo,Flood
emergency! building collapsed,Building Collapse
bro roads completely blocked save me,Storm
hospital flooded now,Flood
help flood everywhere quickly,Flood
urgent electric board caught fire,Fire
house caught fir fast,Fire
building collapsed after earth quake now,Building Collapse
urgent do not know where current is coming from,Electrical Hazard
fast school surrounded by water,Flood
gaas leak near warehouse save us,Gas Leak
quick part of the building collapsed,Building Collapse
accident victim needs medical help immediately,Medical
our village is badly affected,Storm
help! cyclone approaching,Storm
stairs are damaged,Earthquake
please send medical team fast,Medical
pls gas cylinder is leaking,Gas Leak
truck caught fire immediately,Fire
trees uprooted everywhere,Storm
urgent houses damaged by cyclone,Storm
help! building collapsedd,Building Collapse
madam dangerous electric sparks please,Electrical Hazard
roof fall downd suddenly,Building Collapse
sir help floo everywhere,Flood
water near electric wire,Electrical Hazard
emergency! need ambulance quickly,Medical
people injured in landslide,Landslide
emergency emergency building collapsed,Building Collapse
bro high fever and unconscious,Medical
person had a seizure quickly,Medical
bridge fall downd due to flood,Flood
madam need help gas leak now,Gas Leak
heavy rain with strong winds,Storm
urgent the ground is shaking,Earthquake
urgent apartment building building felld,Building Collapse
cracks appeared on wall now,Earthquake
need ambulence urgently save me,Medical
water reached roof level now,Flood
many people injured after collapsed,Building Collapse
need rescue urgently,Building Collapse
houses damaged by cyclone now,Storm
someone help! electric shock quickly,Electrical Hazard
live wire near hospital please,Electrical Hazard
someone help! strong gas smell,Gas Leak
ceiling is cracking,Earthquake
fast firee in neighbour house,Fire
electrical fir started,Electrical Hazard
water entered ground floor now,Flood
emergency fire after explosion,Fire
bro car is burning,Fire
please electricity leaking,Electrical Hazard
truck caught fir,Fire
dust everywhere after collapse quickly,Building Collapse
bro lightning struck nearby save us,Storm
help office building collapsed,Building Collapse
everything is shaking save me,Earthquake
emergency power lines are down now,Storm
please! current leakage fast,Electrical Hazard
warehouse caught fire save us,Fire
emergency gass leakage detected,Gas Leak
wire caught frie immediately,Fire
need help immediately! strong gas smell,Gas Leak
wire touching the ground fast,Electrical Hazard
trees falling continuously,Storm
school building caught fire now,Fire
vehicles washed away quickly,Flood
pls heavy rain floodsed our street,Flood
black smke everywhere please,Fire
sir help electric shock,Electrical Hazard
fast vehicle caught fie,Fire
storm water entered house now,Storm
please help! landslide,Landslide
need ambulans after accident,Road Accident
hospital flooded immediately,Flood
help! heavy storm,Storm
emergency large rocks on road save us,Landslide
madam school building shaking,Earthquake
lightning struck nearby,Storm
urgent bridge partially collapsed,Building Collapse
quick curtains caught fire,Fire
cannot stop the gaas leak please,Gas Leak
vehicles washed away,Flood
school surrounded by water now,Flood
wire caught firee immediately,Fire
everyone is panicking please,Earthquake
please send health emergency team fast,Medical
fast high voltage wire down now,Electrical Hazard
our office is on firee,Fire
please emergency landslide,Landslide
landslide near tunnel now,Landslide
generator caught fire,Electrical Hazard
pls rescue team required,Road Accident
curtains caught frie quickly,Fire
forest fire nearby now,Fire
madam building may collapse quickly,Earthquake
please save me! building collapsed,Building Collapse
please send rescue teams save us,Earthquake
gas leak in factory,Gas Leak
please strong earth quack felt save me,Earthquake
live cable exposed please,Electrical Hazard
our house is under water,Flood
